"index","county","report","offense","action","year","value"
"55","Tuolumne","Actions","Total","Removed from Probation",2005,1404
"55","Tuolumne","Actions","Total","Terminated",2005,661
"55","Tuolumne","Actions","Total","Revoked",2005,517
"55","Tuolumne","Actions","Total","Other",2005,226
"55","Tuolumne","Actions","Felony","Placed on Probation",2005,639
"55","Tuolumne","Actions","Felony","Removed from Probation",2005,564
"55","Tuolumne","Actions","Felony","Terminated",2005,188
"55","Tuolumne","Actions","Felony","Revoked",2005,167
"55","Tuolumne","Actions","Felony","Other",2005,209
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2005,780
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2005,840
"55","Tuolumne","Actions","Misdemeanor","Terminated",2005,473
"55","Tuolumne","Actions","Misdemeanor","Revoked",2005,350
"55","Tuolumne","Actions","Misdemeanor","Other",2005,17
"55","Tuolumne","Caseload","Total",NA,2006,2056
"55","Tuolumne","Caseload","Felony",NA,2006,868
"55","Tuolumne","Caseload","Misdemeanor",NA,2006,1188
"55","Tuolumne","Actions","Total","Placed on Probation",2006,1137
"55","Tuolumne","Actions","Total","Removed from Probation",2006,1221
"55","Tuolumne","Actions","Total","Terminated",2006,584
"55","Tuolumne","Actions","Total","Revoked",2006,435
"55","Tuolumne","Actions","Total","Other",2006,202
"55","Tuolumne","Actions","Felony","Placed on Probation",2006,551
"55","Tuolumne","Actions","Felony","Removed from Probation",2006,453
"55","Tuolumne","Actions","Felony","Terminated",2006,164
"55","Tuolumne","Actions","Felony","Revoked",2006,110
"55","Tuolumne","Actions","Felony","Other",2006,179
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2006,586
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2006,768
"55","Tuolumne","Actions","Misdemeanor","Terminated",2006,420
"55","Tuolumne","Actions","Misdemeanor","Revoked",2006,325
"55","Tuolumne","Actions","Misdemeanor","Other",2006,23
"55","Tuolumne","Caseload","Total",NA,2007,2249
"55","Tuolumne","Caseload","Felony",NA,2007,926
"55","Tuolumne","Caseload","Misdemeanor",NA,2007,1323
"55","Tuolumne","Actions","Total","Placed on Probation",2007,1505
"55","Tuolumne","Actions","Total","Removed from Probation",2007,1285
"55","Tuolumne","Actions","Total","Terminated",2007,619
"55","Tuolumne","Actions","Total","Revoked",2007,466
"55","Tuolumne","Actions","Total","Other",2007,200
"55","Tuolumne","Actions","Felony","Placed on Probation",2007,620
"55","Tuolumne","Actions","Felony","Removed from Probation",2007,535
"55","Tuolumne","Actions","Felony","Terminated",2007,173
"55","Tuolumne","Actions","Felony","Revoked",2007,184
"55","Tuolumne","Actions","Felony","Other",2007,178
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2007,885
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2007,750
"55","Tuolumne","Actions","Misdemeanor","Terminated",2007,446
"55","Tuolumne","Actions","Misdemeanor","Revoked",2007,282
"55","Tuolumne","Actions","Misdemeanor","Other",2007,22
"55","Tuolumne","Caseload","Total",NA,2008,2254
"55","Tuolumne","Caseload","Felony",NA,2008,1005
"55","Tuolumne","Caseload","Misdemeanor",NA,2008,1249
"55","Tuolumne","Actions","Total","Placed on Probation",2008,1447
"55","Tuolumne","Actions","Total","Removed from Probation",2008,1442
"55","Tuolumne","Actions","Total","Terminated",2008,646
"55","Tuolumne","Actions","Total","Revoked",2008,581
"55","Tuolumne","Actions","Total","Other",2008,215
"55","Tuolumne","Actions","Felony","Placed on Probation",2008,701
"55","Tuolumne","Actions","Felony","Removed from Probation",2008,622
"55","Tuolumne","Actions","Felony","Terminated",2008,172
"55","Tuolumne","Actions","Felony","Revoked",2008,265
"55","Tuolumne","Actions","Felony","Other",2008,185
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2008,746
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2008,820
"55","Tuolumne","Actions","Misdemeanor","Terminated",2008,474
"55","Tuolumne","Actions","Misdemeanor","Revoked",2008,316
"55","Tuolumne","Actions","Misdemeanor","Other",2008,30
"55","Tuolumne","Caseload","Total",NA,2009,2223
"55","Tuolumne","Caseload","Felony",NA,2009,1006
"55","Tuolumne","Caseload","Misdemeanor",NA,2009,1217
"55","Tuolumne","Actions","Total","Placed on Probation",2009,1259
"55","Tuolumne","Actions","Total","Removed from Probation",2009,1290
"55","Tuolumne","Actions","Total","Terminated",2009,617
"55","Tuolumne","Actions","Total","Revoked",2009,504
"55","Tuolumne","Actions","Total","Other",2009,169
"55","Tuolumne","Actions","Felony","Placed on Probation",2009,553
"55","Tuolumne","Actions","Felony","Removed from Probation",2009,552
"55","Tuolumne","Actions","Felony","Terminated",2009,206
"55","Tuolumne","Actions","Felony","Revoked",2009,196
"55","Tuolumne","Actions","Felony","Other",2009,150
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2009,706
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2009,738
"55","Tuolumne","Actions","Misdemeanor","Terminated",2009,411
"55","Tuolumne","Actions","Misdemeanor","Revoked",2009,308
"55","Tuolumne","Actions","Misdemeanor","Other",2009,19
"55","Tuolumne","Caseload","Total",NA,2010,2245
"55","Tuolumne","Caseload","Felony",NA,2010,1047
"55","Tuolumne","Caseload","Misdemeanor",NA,2010,1198
"55","Tuolumne","Actions","Total","Placed on Probation",2010,1294
"55","Tuolumne","Actions","Total","Removed from Probation",2010,1272
"55","Tuolumne","Actions","Total","Terminated",2010,699
"55","Tuolumne","Actions","Total","Revoked",2010,456
"55","Tuolumne","Actions","Total","Other",2010,117
"55","Tuolumne","Actions","Felony","Placed on Probation",2010,635
"55","Tuolumne","Actions","Felony","Removed from Probation",2010,594
"55","Tuolumne","Actions","Felony","Terminated",2010,258
"55","Tuolumne","Actions","Felony","Revoked",2010,232
"55","Tuolumne","Actions","Felony","Other",2010,104
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2010,659
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2010,678
"55","Tuolumne","Actions","Misdemeanor","Terminated",2010,441
"55","Tuolumne","Actions","Misdemeanor","Revoked",2010,224
"55","Tuolumne","Actions","Misdemeanor","Other",2010,13
"55","Tuolumne","Caseload","Total",NA,2011,1949
"55","Tuolumne","Caseload","Felony",NA,2011,891
"55","Tuolumne","Caseload","Misdemeanor",NA,2011,1058
"55","Tuolumne","Actions","Total","Placed on Probation",2011,1212
"55","Tuolumne","Actions","Total","Removed from Probation",2011,1508
"55","Tuolumne","Actions","Total","Terminated",2011,898
"55","Tuolumne","Actions","Total","Revoked",2011,456
"55","Tuolumne","Actions","Total","Other",2011,154
"55","Tuolumne","Actions","Felony","Placed on Probation",2011,632
"55","Tuolumne","Actions","Felony","Removed from Probation",2011,788
"55","Tuolumne","Actions","Felony","Terminated",2011,370
"55","Tuolumne","Actions","Felony","Revoked",2011,273
"55","Tuolumne","Actions","Felony","Other",2011,145
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2011,580
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2011,720
"55","Tuolumne","Actions","Misdemeanor","Terminated",2011,528
"55","Tuolumne","Actions","Misdemeanor","Revoked",2011,183
"55","Tuolumne","Actions","Misdemeanor","Other",2011,9
"55","Tuolumne","Caseload","Total",NA,2012,1822
"55","Tuolumne","Caseload","Felony",NA,2012,899
"55","Tuolumne","Caseload","Misdemeanor",NA,2012,923
"55","Tuolumne","Actions","Total","Placed on Probation",2012,1343
"55","Tuolumne","Actions","Total","Removed from Probation",2012,1470
"55","Tuolumne","Actions","Total","Terminated",2012,910
"55","Tuolumne","Actions","Total","Revoked",2012,433
"55","Tuolumne","Actions","Total","Other",2012,127
"55","Tuolumne","Actions","Felony","Placed on Probation",2012,734
"55","Tuolumne","Actions","Felony","Removed from Probation",2012,726
"55","Tuolumne","Actions","Felony","Terminated",2012,360
"55","Tuolumne","Actions","Felony","Revoked",2012,251
"55","Tuolumne","Actions","Felony","Other",2012,115
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2012,609
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2012,744
"55","Tuolumne","Actions","Misdemeanor","Terminated",2012,550
"55","Tuolumne","Actions","Misdemeanor","Revoked",2012,182
"55","Tuolumne","Actions","Misdemeanor","Other",2012,12
"55","Tuolumne","Caseload","Total",NA,2013,1741
"55","Tuolumne","Caseload","Felony",NA,2013,916
"55","Tuolumne","Caseload","Misdemeanor",NA,2013,825
"55","Tuolumne","Actions","Total","Placed on Probation",2013,1159
"55","Tuolumne","Actions","Total","Removed from Probation",2013,1240
"55","Tuolumne","Actions","Total","Terminated",2013,700
"55","Tuolumne","Actions","Total","Revoked",2013,429
"55","Tuolumne","Actions","Total","Other",2013,111
"55","Tuolumne","Actions","Felony","Placed on Probation",2013,694
"55","Tuolumne","Actions","Felony","Removed from Probation",2013,677
"55","Tuolumne","Actions","Felony","Terminated",2013,305
"55","Tuolumne","Actions","Felony","Revoked",2013,283
"55","Tuolumne","Actions","Felony","Other",2013,89
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2013,465
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2013,563
"55","Tuolumne","Actions","Misdemeanor","Terminated",2013,395
"55","Tuolumne","Actions","Misdemeanor","Revoked",2013,146
"55","Tuolumne","Actions","Misdemeanor","Other",2013,22
"55","Tuolumne","Caseload","Total",NA,2014,1115
"55","Tuolumne","Caseload","Felony",NA,2014,595
"55","Tuolumne","Caseload","Misdemeanor",NA,2014,520
"55","Tuolumne","Actions","Total","Placed on Probation",2014,814
"55","Tuolumne","Actions","Total","Removed from Probation",2014,1440
"55","Tuolumne","Actions","Total","Terminated",2014,798
"55","Tuolumne","Actions","Total","Revoked",2014,514
"55","Tuolumne","Actions","Total","Other",2014,128
"55","Tuolumne","Actions","Felony","Placed on Probation",2014,556
"55","Tuolumne","Actions","Felony","Removed from Probation",2014,877
"55","Tuolumne","Actions","Felony","Terminated",2014,393
"55","Tuolumne","Actions","Felony","Revoked",2014,363
"55","Tuolumne","Actions","Felony","Other",2014,121
"55","Tuolumne","Actions","Misdemeanor","Placed on Probation",2014,258
"55","Tuolumne","Actions","Misdemeanor","Removed from Probation",2014,563
"55","Tuolumne","Actions","Misdemeanor","Terminated",2014,405
"55","Tuolumne","Actions","Misdemeanor","Revoked",2014,151
"55","Tuolumne","Actions","Misdemeanor","Other",2014,7
"56","Ventura","Caseload","Total",NA,2005,13789
"56","Ventura","Caseload","Felony",NA,2005,3386
"56","Ventura","Caseload","Misdemeanor",NA,2005,10403
"56","Ventura","Actions","Total","Placed on Probation",2005,5479
"56","Ventura","Actions","Total","Removed from Probation",2005,6026
"56","Ventura","Actions","Total","Terminated",2005,1163
"56","Ventura","Actions","Total","Revoked",2005,4863
"56","Ventura","Actions","Total","Other",2005,0
"56","Ventura","Actions","Felony","Placed on Probation",2005,1452
"56","Ventura","Actions","Felony","Removed from Probation",2005,1196
"56","Ventura","Actions","Felony","Terminated",2005,580
"56","Ventura","Actions","Felony","Revoked",2005,616
"56","Ventura","Actions","Felony","Other",2005,0
"56","Ventura","Actions","Misdemeanor","Placed on Probation",2005,4027
"56","Ventura","Actions","Misdemeanor","Removed from Probation",2005,4830
"56","Ventura","Actions","Misdemeanor","Terminated",2005,583
"56","Ventura","Actions","Misdemeanor","Revoked",2005,4247
"56","Ventura","Actions","Misdemeanor","Other",2005,0
"56","Ventura","Caseload","Total",NA,2006,16075
"56","Ventura","Caseload","Felony",NA,2006,4116
"56","Ventura","Caseload","Misdemeanor",NA,2006,11959
"56","Ventura","Actions","Total","Placed on Probation",2006,6377
"56","Ventura","Actions","Total","Removed from Probation",2006,4066
"56","Ventura","Actions","Total","Terminated",2006,1092
"56","Ventura","Actions","Total","Revoked",2006,2974
"56","Ventura","Actions","Total","Other",2006,0
"56","Ventura","Actions","Felony","Placed on Probation",2006,1577
"56","Ventura","Actions","Felony","Removed from Probation",2006,799
"56","Ventura","Actions","Felony","Terminated",2006,499
"56","Ventura","Actions","Felony","Revoked",2006,300
"56","Ventura","Actions","Felony","Other",2006,0
"56","Ventura","Actions","Misdemeanor","Placed on Probation",2006,4800
"56","Ventura","Actions","Misdemeanor","Removed from Probation",2006,3267
"56","Ventura","Actions","Misdemeanor","Terminated",2006,593
"56","Ventura","Actions","Misdemeanor","Revoked",2006,2674
"56","Ventura","Actions","Misdemeanor","Other",2006,0
"56","Ventura","Caseload","Total",NA,2007,19784
"56","Ventura","Caseload","Felony",NA,2007,4930
"56","Ventura","Caseload","Misdemeanor",NA,2007,14854
"56","Ventura","Actions","Total","Placed on Probation",2007,7411
"56","Ventura","Actions","Total","Removed from Probation",2007,3687
"56","Ventura","Actions","Total","Terminated",2007,1054
"56","Ventura","Actions","Total","Revoked",2007,2633
"56","Ventura","Actions","Total","Other",2007,0
"56","Ventura","Actions","Felony","Placed on Probation",2007,1963
"56","Ventura","Actions","Felony","Removed from Probation",2007,1137
"56","Ventura","Actions","Felony","Terminated",2007,443
"56","Ventura","Actions","Felony","Revoked",2007,694
"56","Ventura","Actions","Felony","Other",2007,0
"56","Ventura","Actions","Misdemeanor","Placed on Probation",2007,5448
"56","Ventura","Actions","Misdemeanor","Removed from Probation",2007,2550
"56","Ventura","Actions","Misdemeanor","Terminated",2007,611
"56","Ventura","Actions","Misdemeanor","Revoked",2007,1939
"56","Ventura","Actions","Misdemeanor","Other",2007,0
"56","Ventura","Caseload","Total",NA,2008,20645
"56","Ventura","Caseload","Felony",NA,2008,5023
"56","Ventura","Caseload","Misdemeanor",NA,2008,15622
"56","Ventura","Actions","Total","Placed on Probation",2008,6060
"56","Ventura","Actions","Total","Removed from Probation",2008,5199
"56","Ventura","Actions","Total","Terminated",2008,1032
"56","Ventura","Actions","Total","Revoked",2008,4167
"56","Ventura","Actions","Total","Other",2008,0
"56","Ventura","Actions","Felony","Placed on Probation",2008,1379
"56","Ventura","Actions","Felony","Removed from Probation",2008,1286
"56","Ventura","Actions","Felony","Terminated",2008,457
"56","Ventura","Actions","Felony","Revoked",2008,829
"56","Ventura","Actions","Felony","Other",2008,0
"56","Ventura","Actions","Misdemeanor","Placed on Probation",2008,4681
"56","Ventura","Actions","Misdemeanor","Removed from Probation",2008,3913
"56","Ventura","Actions","Misdemeanor","Terminated",2008,575
"56","Ventura","Actions","Misdemeanor","Revoked",2008,3338
"56","Ventura","Actions","Misdemeanor","Other",2008,0
"56","Ventura","Caseload","Total",NA,2009,20363
"56","Ventura","Caseload","Felony",NA,2009,4694
"56","Ventura","Caseload","Misdemeanor",NA,2009,15669
"56","Ventura","Actions","Total","Placed on Probation",2009,6827
"56","Ventura","Actions","Total","Removed from Probation",2009,3842
"56","Ventura","Actions","Total","Terminated",2009,1039
"56","Ventura","Actions","Total","Revoked",2009,2803
"56","Ventura","Actions","Total","Other",2009,0
"56","Ventura","Actions","Felony","Placed on Probation",2009,1555
"56","Ventura","Actions","Felony","Removed from Probation",2009,1063
"56","Ventura","Actions","Felony","Terminated",2009,526
"56","Ventura","Actions","Felony","Revoked",2009,537
"56","Ventura","Actions","Felony","Other",2009,0
"56","Ventura","Actions","Misdemeanor","Placed on Probation",2009,5272
"56","Ventura","Actions","Misdemeanor","Removed from Probation",2009,2779
"56","Ventura","Actions","Misdemeanor","Terminated",2009,513
"56","Ventura","Actions","Misdemeanor","Revoked",2009,2266
"56","Ventura","Actions","Misdemeanor","Other",2009,0
"56","Ventura","Caseload","Total",NA,2010,16710
"56","Ventura","Caseload","Felony",NA,2010,4050
"56","Ventura","Caseload","Misdemeanor",NA,2010,12660
"56","Ventura","Actions","Total","Placed on Probation",2010,5981
"56","Ventura","Actions","Total","Removed from Probation",2010,8143
"56","Ventura","Actions","Total","Terminated",2010,903
"56","Ventura","Actions","Total","Revoked",2010,7240
"56","Ventura","Actions","Total","Other",2010,0
"56","Ventura","Actions","Felony","Placed on Probation",2010,1396
"56","Ventura","Actions","Felony","Removed from Probation",2010,1648
"56","Ventura","Actions","Felony","Terminated",2010,452
"56","Ventura","Actions","Felony","Revoked",2010,1196
