"index","county","report","offense","action","year","value"
"25","Modoc","Actions","Felony","Revoked",2009,11
"25","Modoc","Actions","Felony","Other",2009,1
"25","Modoc","Actions","Misdemeanor","Placed on Probation",2009,10
"25","Modoc","Actions","Misdemeanor","Removed from Probation",2009,13
"25","Modoc","Actions","Misdemeanor","Terminated",2009,10
"25","Modoc","Actions","Misdemeanor","Revoked",2009,3
"25","Modoc","Actions","Misdemeanor","Other",2009,0
"25","Modoc","Caseload","Total",NA,2010,318
"25","Modoc","Caseload","Felony",NA,2010,148
"25","Modoc","Caseload","Misdemeanor",NA,2010,170
"25","Modoc","Actions","Total","Placed on Probation",2010,55
"25","Modoc","Actions","Total","Removed from Probation",2010,67
"25","Modoc","Actions","Total","Terminated",2010,58
"25","Modoc","Actions","Total","Revoked",2010,9
"25","Modoc","Actions","Total","Other",2010,0
"25","Modoc","Actions","Felony","Placed on Probation",2010,44
"25","Modoc","Actions","Felony","Removed from Probation",2010,54
"25","Modoc","Actions","Felony","Terminated",2010,45
"25","Modoc","Actions","Felony","Revoked",2010,9
"25","Modoc","Actions","Felony","Other",2010,0
"25","Modoc","Actions","Misdemeanor","Placed on Probation",2010,11
"25","Modoc","Actions","Misdemeanor","Removed from Probation",2010,13
"25","Modoc","Actions","Misdemeanor","Terminated",2010,13
"25","Modoc","Actions","Misdemeanor","Revoked",2010,0
"25","Modoc","Actions","Misdemeanor","Other",2010,0
"25","Modoc","Caseload","Total",NA,2011,272
"25","Modoc","Caseload","Felony",NA,2011,116
"25","Modoc","Caseload","Misdemeanor",NA,2011,156
"25","Modoc","Actions","Total","Placed on Probation",2011,32
"25","Modoc","Actions","Total","Removed from Probation",2011,78
"25","Modoc","Actions","Total","Terminated",2011,71
"25","Modoc","Actions","Total","Revoked",2011,7
"25","Modoc","Actions","Total","Other",2011,0
"25","Modoc","Actions","Felony","Placed on Probation",2011,24
"25","Modoc","Actions","Felony","Removed from Probation",2011,56
"25","Modoc","Actions","Felony","Terminated",2011,49
"25","Modoc","Actions","Felony","Revoked",2011,7
"25","Modoc","Actions","Felony","Other",2011,0
"25","Modoc","Actions","Misdemeanor","Placed on Probation",2011,8
"25","Modoc","Actions","Misdemeanor","Removed from Probation",2011,22
"25","Modoc","Actions","Misdemeanor","Terminated",2011,22
"25","Modoc","Actions","Misdemeanor","Revoked",2011,0
"25","Modoc","Actions","Misdemeanor","Other",2011,0
"25","Modoc","Caseload","Total",NA,2012,203
"25","Modoc","Caseload","Felony",NA,2012,78
"25","Modoc","Caseload","Misdemeanor",NA,2012,125
"25","Modoc","Actions","Total","Placed on Probation",2012,34
"25","Modoc","Actions","Total","Removed from Probation",2012,102
"25","Modoc","Actions","Total","Terminated",2012,94
"25","Modoc","Actions","Total","Revoked",2012,8
"25","Modoc","Actions","Total","Other",2012,0
"25","Modoc","Actions","Felony","Placed on Probation",2012,27
"25","Modoc","Actions","Felony","Removed from Probation",2012,65
"25","Modoc","Actions","Felony","Terminated",2012,57
"25","Modoc","Actions","Felony","Revoked",2012,8
"25","Modoc","Actions","Felony","Other",2012,0
"25","Modoc","Actions","Misdemeanor","Placed on Probation",2012,7
"25","Modoc","Actions","Misdemeanor","Removed from Probation",2012,37
"25","Modoc","Actions","Misdemeanor","Terminated",2012,37
"25","Modoc","Actions","Misdemeanor","Revoked",2012,0
"25","Modoc","Actions","Misdemeanor","Other",2012,0
"25","Modoc","Caseload","Total",NA,2013,123
"25","Modoc","Caseload","Felony",NA,2013,89
"25","Modoc","Caseload","Misdemeanor",NA,2013,34
"25","Modoc","Actions","Total","Placed on Probation",2013,46
"25","Modoc","Actions","Total","Removed from Probation",2013,46
"25","Modoc","Actions","Total","Terminated",2013,36
"25","Modoc","Actions","Total","Revoked",2013,6
"25","Modoc","Actions","Total","Other",2013,4
"25","Modoc","Actions","Felony","Placed on Probation",2013,33
"25","Modoc","Actions","Felony","Removed from Probation",2013,32
"25","Modoc","Actions","Felony","Terminated",2013,24
"25","Modoc","Actions","Felony","Revoked",2013,4
"25","Modoc","Actions","Felony","Other",2013,4
"25","Modoc","Actions","Misdemeanor","Placed on Probation",2013,13
"25","Modoc","Actions","Misdemeanor","Removed from Probation",2013,14
"25","Modoc","Actions","Misdemeanor","Terminated",2013,12
"25","Modoc","Actions","Misdemeanor","Revoked",2013,2
"25","Modoc","Actions","Misdemeanor","Other",2013,0
"25","Modoc","Caseload","Total",NA,2014,133
"25","Modoc","Caseload","Felony",NA,2014,92
"25","Modoc","Caseload","Misdemeanor",NA,2014,41
"25","Modoc","Actions","Total","Placed on Probation",2014,50
"25","Modoc","Actions","Total","Removed from Probation",2014,40
"25","Modoc","Actions","Total","Terminated",2014,25
"25","Modoc","Actions","Total","Revoked",2014,11
"25","Modoc","Actions","Total","Other",2014,4
"25","Modoc","Actions","Felony","Placed on Probation",2014,26
"25","Modoc","Actions","Felony","Removed from Probation",2014,23
"25","Modoc","Actions","Felony","Terminated",2014,14
"25","Modoc","Actions","Felony","Revoked",2014,5
"25","Modoc","Actions","Felony","Other",2014,4
"25","Modoc","Actions","Misdemeanor","Placed on Probation",2014,24
"25","Modoc","Actions","Misdemeanor","Removed from Probation",2014,17
"25","Modoc","Actions","Misdemeanor","Terminated",2014,11
"25","Modoc","Actions","Misdemeanor","Revoked",2014,6
"25","Modoc","Actions","Misdemeanor","Other",2014,0
"26","Mono","Caseload","Total",NA,2005,248
"26","Mono","Caseload","Felony",NA,2005,140
"26","Mono","Caseload","Misdemeanor",NA,2005,108
"26","Mono","Actions","Total","Placed on Probation",2005,85
"26","Mono","Actions","Total","Removed from Probation",2005,81
"26","Mono","Actions","Total","Terminated",2005,63
"26","Mono","Actions","Total","Revoked",2005,0
"26","Mono","Actions","Total","Other",2005,18
"26","Mono","Actions","Felony","Placed on Probation",2005,62
"26","Mono","Actions","Felony","Removed from Probation",2005,29
"26","Mono","Actions","Felony","Terminated",2005,22
"26","Mono","Actions","Felony","Revoked",2005,0
"26","Mono","Actions","Felony","Other",2005,7
"26","Mono","Actions","Misdemeanor","Placed on Probation",2005,23
"26","Mono","Actions","Misdemeanor","Removed from Probation",2005,52
"26","Mono","Actions","Misdemeanor","Terminated",2005,41
"26","Mono","Actions","Misdemeanor","Revoked",2005,0
"26","Mono","Actions","Misdemeanor","Other",2005,11
"26","Mono","Caseload","Total",NA,2006,238
"26","Mono","Caseload","Felony",NA,2006,142
"26","Mono","Caseload","Misdemeanor",NA,2006,96
"26","Mono","Actions","Total","Placed on Probation",2006,47
"26","Mono","Actions","Total","Removed from Probation",2006,63
"26","Mono","Actions","Total","Terminated",2006,62
"26","Mono","Actions","Total","Revoked",2006,1
"26","Mono","Actions","Total","Other",2006,0
"26","Mono","Actions","Felony","Placed on Probation",2006,40
"26","Mono","Actions","Felony","Removed from Probation",2006,38
"26","Mono","Actions","Felony","Terminated",2006,37
"26","Mono","Actions","Felony","Revoked",2006,1
"26","Mono","Actions","Felony","Other",2006,0
"26","Mono","Actions","Misdemeanor","Placed on Probation",2006,7
"26","Mono","Actions","Misdemeanor","Removed from Probation",2006,25
"26","Mono","Actions","Misdemeanor","Terminated",2006,25
"26","Mono","Actions","Misdemeanor","Revoked",2006,0
"26","Mono","Actions","Misdemeanor","Other",2006,0
"26","Mono","Caseload","Total",NA,2007,244
"26","Mono","Caseload","Felony",NA,2007,156
"26","Mono","Caseload","Misdemeanor",NA,2007,88
"26","Mono","Actions","Total","Placed on Probation",2007,96
"26","Mono","Actions","Total","Removed from Probation",2007,54
"26","Mono","Actions","Total","Terminated",2007,52
"26","Mono","Actions","Total","Revoked",2007,1
"26","Mono","Actions","Total","Other",2007,1
"26","Mono","Actions","Felony","Placed on Probation",2007,58
"26","Mono","Actions","Felony","Removed from Probation",2007,34
"26","Mono","Actions","Felony","Terminated",2007,32
"26","Mono","Actions","Felony","Revoked",2007,1
"26","Mono","Actions","Felony","Other",2007,1
"26","Mono","Actions","Misdemeanor","Placed on Probation",2007,38
"26","Mono","Actions","Misdemeanor","Removed from Probation",2007,20
"26","Mono","Actions","Misdemeanor","Terminated",2007,20
"26","Mono","Actions","Misdemeanor","Revoked",2007,0
"26","Mono","Actions","Misdemeanor","Other",2007,0
"26","Mono","Caseload","Total",NA,2008,269
"26","Mono","Caseload","Felony",NA,2008,165
"26","Mono","Caseload","Misdemeanor",NA,2008,104
"26","Mono","Actions","Total","Placed on Probation",2008,74
"26","Mono","Actions","Total","Removed from Probation",2008,49
"26","Mono","Actions","Total","Terminated",2008,48
"26","Mono","Actions","Total","Revoked",2008,0
"26","Mono","Actions","Total","Other",2008,1
"26","Mono","Actions","Felony","Placed on Probation",2008,32
"26","Mono","Actions","Felony","Removed from Probation",2008,23
"26","Mono","Actions","Felony","Terminated",2008,22
"26","Mono","Actions","Felony","Revoked",2008,0
"26","Mono","Actions","Felony","Other",2008,1
"26","Mono","Actions","Misdemeanor","Placed on Probation",2008,42
"26","Mono","Actions","Misdemeanor","Removed from Probation",2008,26
"26","Mono","Actions","Misdemeanor","Terminated",2008,26
"26","Mono","Actions","Misdemeanor","Revoked",2008,0
"26","Mono","Actions","Misdemeanor","Other",2008,0
"26","Mono","Caseload","Total",NA,2009,313
"26","Mono","Caseload","Felony",NA,2009,181
"26","Mono","Caseload","Misdemeanor",NA,2009,132
"26","Mono","Actions","Total","Placed on Probation",2009,45
"26","Mono","Actions","Total","Removed from Probation",2009,39
"26","Mono","Actions","Total","Terminated",2009,37
"26","Mono","Actions","Total","Revoked",2009,0
"26","Mono","Actions","Total","Other",2009,2
"26","Mono","Actions","Felony","Placed on Probation",2009,23
"26","Mono","Actions","Felony","Removed from Probation",2009,33
"26","Mono","Actions","Felony","Terminated",2009,31
"26","Mono","Actions","Felony","Revoked",2009,0
"26","Mono","Actions","Felony","Other",2009,2
"26","Mono","Actions","Misdemeanor","Placed on Probation",2009,22
"26","Mono","Actions","Misdemeanor","Removed from Probation",2009,6
"26","Mono","Actions","Misdemeanor","Terminated",2009,6
"26","Mono","Actions","Misdemeanor","Revoked",2009,0
"26","Mono","Actions","Misdemeanor","Other",2009,0
"26","Mono","Caseload","Total",NA,2010,284
"26","Mono","Caseload","Felony",NA,2010,177
"26","Mono","Caseload","Misdemeanor",NA,2010,107
"26","Mono","Actions","Total","Placed on Probation",2010,32
"26","Mono","Actions","Total","Removed from Probation",2010,22
"26","Mono","Actions","Total","Terminated",2010,22
"26","Mono","Actions","Total","Revoked",2010,0
"26","Mono","Actions","Total","Other",2010,0
"26","Mono","Actions","Felony","Placed on Probation",2010,22
"26","Mono","Actions","Felony","Removed from Probation",2010,18
"26","Mono","Actions","Felony","Terminated",2010,18
"26","Mono","Actions","Felony","Revoked",2010,0
"26","Mono","Actions","Felony","Other",2010,0
"26","Mono","Actions","Misdemeanor","Placed on Probation",2010,10
"26","Mono","Actions","Misdemeanor","Removed from Probation",2010,4
"26","Mono","Actions","Misdemeanor","Terminated",2010,4
"26","Mono","Actions","Misdemeanor","Revoked",2010,0
"26","Mono","Actions","Misdemeanor","Other",2010,0
"26","Mono","Caseload","Total",NA,2011,243
"26","Mono","Caseload","Felony",NA,2011,155
"26","Mono","Caseload","Misdemeanor",NA,2011,88
"26","Mono","Actions","Total","Placed on Probation",2011,60
"26","Mono","Actions","Total","Removed from Probation",2011,101
"26","Mono","Actions","Total","Terminated",2011,92
"26","Mono","Actions","Total","Revoked",2011,0
"26","Mono","Actions","Total","Other",2011,9
"26","Mono","Actions","Felony","Placed on Probation",2011,35
"26","Mono","Actions","Felony","Removed from Probation",2011,57
"26","Mono","Actions","Felony","Terminated",2011,48
"26","Mono","Actions","Felony","Revoked",2011,0
"26","Mono","Actions","Felony","Other",2011,9
"26","Mono","Actions","Misdemeanor","Placed on Probation",2011,25
"26","Mono","Actions","Misdemeanor","Removed from Probation",2011,44
"26","Mono","Actions","Misdemeanor","Terminated",2011,44
"26","Mono","Actions","Misdemeanor","Revoked",2011,0
"26","Mono","Actions","Misdemeanor","Other",2011,0
"26","Mono","Caseload","Total",NA,2012,263
"26","Mono","Caseload","Felony",NA,2012,177
"26","Mono","Caseload","Misdemeanor",NA,2012,86
"26","Mono","Actions","Total","Placed on Probation",2012,36
"26","Mono","Actions","Total","Removed from Probation",2012,16
"26","Mono","Actions","Total","Terminated",2012,16
"26","Mono","Actions","Total","Revoked",2012,0
"26","Mono","Actions","Total","Other",2012,0
"26","Mono","Actions","Felony","Placed on Probation",2012,26
"26","Mono","Actions","Felony","Removed from Probation",2012,4
"26","Mono","Actions","Felony","Terminated",2012,4
"26","Mono","Actions","Felony","Revoked",2012,0
"26","Mono","Actions","Felony","Other",2012,0
"26","Mono","Actions","Misdemeanor","Placed on Probation",2012,10
"26","Mono","Actions","Misdemeanor","Removed from Probation",2012,12
"26","Mono","Actions","Misdemeanor","Terminated",2012,12
"26","Mono","Actions","Misdemeanor","Revoked",2012,0
"26","Mono","Actions","Misdemeanor","Other",2012,0
"26","Mono","Caseload","Total",NA,2013,266
"26","Mono","Caseload","Felony",NA,2013,180
"26","Mono","Caseload","Misdemeanor",NA,2013,86
"26","Mono","Actions","Total","Placed on Probation",2013,202
"26","Mono","Actions","Total","Removed from Probation",2013,190
"26","Mono","Actions","Total","Terminated",2013,60
"26","Mono","Actions","Total","Revoked",2013,38
"26","Mono","Actions","Total","Other",2013,92
"26","Mono","Actions","Felony","Placed on Probation",2013,127
"26","Mono","Actions","Felony","Removed from Probation",2013,115
"26","Mono","Actions","Felony","Terminated",2013,38
"26","Mono","Actions","Felony","Revoked",2013,25
"26","Mono","Actions","Felony","Other",2013,52
"26","Mono","Actions","Misdemeanor","Placed on Probation",2013,75
"26","Mono","Actions","Misdemeanor","Removed from Probation",2013,75
"26","Mono","Actions","Misdemeanor","Terminated",2013,22
"26","Mono","Actions","Misdemeanor","Revoked",2013,13
"26","Mono","Actions","Misdemeanor","Other",2013,40
"26","Mono","Caseload","Total",NA,2014,257
"26","Mono","Caseload","Felony",NA,2014,180
"26","Mono","Caseload","Misdemeanor",NA,2014,77
"26","Mono","Actions","Total","Placed on Probation",2014,222
"26","Mono","Actions","Total","Removed from Probation",2014,215
"26","Mono","Actions","Total","Terminated",2014,126
"26","Mono","Actions","Total","Revoked",2014,12
"26","Mono","Actions","Total","Other",2014,77
"26","Mono","Actions","Felony","Placed on Probation",2014,148
"26","Mono","Actions","Felony","Removed from Probation",2014,144
"26","Mono","Actions","Felony","Terminated",2014,81
"26","Mono","Actions","Felony","Revoked",2014,6
"26","Mono","Actions","Felony","Other",2014,57
"26","Mono","Actions","Misdemeanor","Placed on Probation",2014,74
"26","Mono","Actions","Misdemeanor","Removed from Probation",2014,71
"26","Mono","Actions","Misdemeanor","Terminated",2014,45
"26","Mono","Actions","Misdemeanor","Revoked",2014,6
"26","Mono","Actions","Misdemeanor","Other",2014,20
"27","Monterey","Caseload","Total",NA,2005,4846
"27","Monterey","Caseload","Felony",NA,2005,2963
"27","Monterey","Caseload","Misdemeanor",NA,2005,1883
"27","Monterey","Actions","Total","Placed on Probation",2005,1951
"27","Monterey","Actions","Total","Removed from Probation",2005,3091
"27","Monterey","Actions","Total","Terminated",2005,750
"27","Monterey","Actions","Total","Revoked",2005,0
"27","Monterey","Actions","Total","Other",2005,2341
"27","Monterey","Actions","Felony","Placed on Probation",2005,823
"27","Monterey","Actions","Felony","Removed from Probation",2005,1690
"27","Monterey","Actions","Felony","Terminated",2005,572
"27","Monterey","Actions","Felony","Revoked",2005,0
"27","Monterey","Actions","Felony","Other",2005,1118
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2005,1128
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2005,1401
"27","Monterey","Actions","Misdemeanor","Terminated",2005,178
"27","Monterey","Actions","Misdemeanor","Revoked",2005,0
"27","Monterey","Actions","Misdemeanor","Other",2005,1223
"27","Monterey","Caseload","Total",NA,2006,4593
"27","Monterey","Caseload","Felony",NA,2006,3060
"27","Monterey","Caseload","Misdemeanor",NA,2006,1533
"27","Monterey","Actions","Total","Placed on Probation",2006,1062
"27","Monterey","Actions","Total","Removed from Probation",2006,1315
"27","Monterey","Actions","Total","Terminated",2006,627
"27","Monterey","Actions","Total","Revoked",2006,358
"27","Monterey","Actions","Total","Other",2006,330
"27","Monterey","Actions","Felony","Placed on Probation",2006,867
"27","Monterey","Actions","Felony","Removed from Probation",2006,770
"27","Monterey","Actions","Felony","Terminated",2006,435
"27","Monterey","Actions","Felony","Revoked",2006,269
"27","Monterey","Actions","Felony","Other",2006,66
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2006,195
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2006,545
"27","Monterey","Actions","Misdemeanor","Terminated",2006,192
"27","Monterey","Actions","Misdemeanor","Revoked",2006,89
"27","Monterey","Actions","Misdemeanor","Other",2006,264
"27","Monterey","Caseload","Total",NA,2007,4532
"27","Monterey","Caseload","Felony",NA,2007,3243
"27","Monterey","Caseload","Misdemeanor",NA,2007,1289
"27","Monterey","Actions","Total","Placed on Probation",2007,957
"27","Monterey","Actions","Total","Removed from Probation",2007,1042
"27","Monterey","Actions","Total","Terminated",2007,709
"27","Monterey","Actions","Total","Revoked",2007,280
"27","Monterey","Actions","Total","Other",2007,53
"27","Monterey","Actions","Felony","Placed on Probation",2007,874
"27","Monterey","Actions","Felony","Removed from Probation",2007,691
"27","Monterey","Actions","Felony","Terminated",2007,504
"27","Monterey","Actions","Felony","Revoked",2007,187
"27","Monterey","Actions","Felony","Other",2007,0
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2007,83
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2007,351
"27","Monterey","Actions","Misdemeanor","Terminated",2007,205
"27","Monterey","Actions","Misdemeanor","Revoked",2007,93
"27","Monterey","Actions","Misdemeanor","Other",2007,53
"27","Monterey","Caseload","Total",NA,2008,4175
"27","Monterey","Caseload","Felony",NA,2008,3194
"27","Monterey","Caseload","Misdemeanor",NA,2008,981
"27","Monterey","Actions","Total","Placed on Probation",2008,671
"27","Monterey","Actions","Total","Removed from Probation",2008,1062
"27","Monterey","Actions","Total","Terminated",2008,546
"27","Monterey","Actions","Total","Revoked",2008,293
"27","Monterey","Actions","Total","Other",2008,223
"27","Monterey","Actions","Felony","Placed on Probation",2008,605
"27","Monterey","Actions","Felony","Removed from Probation",2008,654
"27","Monterey","Actions","Felony","Terminated",2008,424
"27","Monterey","Actions","Felony","Revoked",2008,198
"27","Monterey","Actions","Felony","Other",2008,32
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2008,66
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2008,408
"27","Monterey","Actions","Misdemeanor","Terminated",2008,122
"27","Monterey","Actions","Misdemeanor","Revoked",2008,95
"27","Monterey","Actions","Misdemeanor","Other",2008,191
"27","Monterey","Caseload","Total",NA,2009,4729
"27","Monterey","Caseload","Felony",NA,2009,3596
"27","Monterey","Caseload","Misdemeanor",NA,2009,1133
"27","Monterey","Actions","Total","Placed on Probation",2009,1385
"27","Monterey","Actions","Total","Removed from Probation",2009,831
"27","Monterey","Actions","Total","Terminated",2009,569
"27","Monterey","Actions","Total","Revoked",2009,258
"27","Monterey","Actions","Total","Other",2009,4
"27","Monterey","Actions","Felony","Placed on Probation",2009,1073
"27","Monterey","Actions","Felony","Removed from Probation",2009,671
"27","Monterey","Actions","Felony","Terminated",2009,444
"27","Monterey","Actions","Felony","Revoked",2009,227
"27","Monterey","Actions","Felony","Other",2009,0
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2009,312
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2009,160
"27","Monterey","Actions","Misdemeanor","Terminated",2009,125
"27","Monterey","Actions","Misdemeanor","Revoked",2009,31
"27","Monterey","Actions","Misdemeanor","Other",2009,4
"27","Monterey","Caseload","Total",NA,2010,5176
"27","Monterey","Caseload","Felony",NA,2010,3858
"27","Monterey","Caseload","Misdemeanor",NA,2010,1318
"27","Monterey","Actions","Total","Placed on Probation",2010,1195
"27","Monterey","Actions","Total","Removed from Probation",2010,748
"27","Monterey","Actions","Total","Terminated",2010,466
"27","Monterey","Actions","Total","Revoked",2010,282
"27","Monterey","Actions","Total","Other",2010,0
"27","Monterey","Actions","Felony","Placed on Probation",2010,899
"27","Monterey","Actions","Felony","Removed from Probation",2010,637
"27","Monterey","Actions","Felony","Terminated",2010,381
"27","Monterey","Actions","Felony","Revoked",2010,256
"27","Monterey","Actions","Felony","Other",2010,0
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2010,296
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2010,111
"27","Monterey","Actions","Misdemeanor","Terminated",2010,85
"27","Monterey","Actions","Misdemeanor","Revoked",2010,26
"27","Monterey","Actions","Misdemeanor","Other",2010,0
"27","Monterey","Caseload","Total",NA,2011,5489
"27","Monterey","Caseload","Felony",NA,2011,3609
"27","Monterey","Caseload","Misdemeanor",NA,2011,1880
"27","Monterey","Actions","Total","Placed on Probation",2011,2407
"27","Monterey","Actions","Total","Removed from Probation",2011,2094
"27","Monterey","Actions","Total","Terminated",2011,1447
"27","Monterey","Actions","Total","Revoked",2011,181
"27","Monterey","Actions","Total","Other",2011,466
"27","Monterey","Actions","Felony","Placed on Probation",2011,1321
"27","Monterey","Actions","Felony","Removed from Probation",2011,1570
"27","Monterey","Actions","Felony","Terminated",2011,945
"27","Monterey","Actions","Felony","Revoked",2011,159
"27","Monterey","Actions","Felony","Other",2011,466
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2011,1086
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2011,524
"27","Monterey","Actions","Misdemeanor","Terminated",2011,502
"27","Monterey","Actions","Misdemeanor","Revoked",2011,22
"27","Monterey","Actions","Misdemeanor","Other",2011,0
"27","Monterey","Caseload","Total",NA,2012,5318
"27","Monterey","Caseload","Felony",NA,2012,3733
"27","Monterey","Caseload","Misdemeanor",NA,2012,1585
"27","Monterey","Actions","Total","Placed on Probation",2012,2319
"27","Monterey","Actions","Total","Removed from Probation",2012,2490
"27","Monterey","Actions","Total","Terminated",2012,2286
"27","Monterey","Actions","Total","Revoked",2012,84
"27","Monterey","Actions","Total","Other",2012,120
"27","Monterey","Actions","Felony","Placed on Probation",2012,1474
"27","Monterey","Actions","Felony","Removed from Probation",2012,1350
"27","Monterey","Actions","Felony","Terminated",2012,1283
"27","Monterey","Actions","Felony","Revoked",2012,52
"27","Monterey","Actions","Felony","Other",2012,15
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2012,845
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2012,1140
"27","Monterey","Actions","Misdemeanor","Terminated",2012,1003
"27","Monterey","Actions","Misdemeanor","Revoked",2012,32
"27","Monterey","Actions","Misdemeanor","Other",2012,105
"27","Monterey","Caseload","Total",NA,2013,5055
"27","Monterey","Caseload","Felony",NA,2013,3669
"27","Monterey","Caseload","Misdemeanor",NA,2013,1386
"27","Monterey","Actions","Total","Placed on Probation",2013,2503
"27","Monterey","Actions","Total","Removed from Probation",2013,2766
"27","Monterey","Actions","Total","Terminated",2013,2692
"27","Monterey","Actions","Total","Revoked",2013,40
"27","Monterey","Actions","Total","Other",2013,34
"27","Monterey","Actions","Felony","Placed on Probation",2013,1576
"27","Monterey","Actions","Felony","Removed from Probation",2013,1640
"27","Monterey","Actions","Felony","Terminated",2013,1611
"27","Monterey","Actions","Felony","Revoked",2013,5
"27","Monterey","Actions","Felony","Other",2013,24
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2013,927
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2013,1126
"27","Monterey","Actions","Misdemeanor","Terminated",2013,1081
"27","Monterey","Actions","Misdemeanor","Revoked",2013,35
"27","Monterey","Actions","Misdemeanor","Other",2013,10
"27","Monterey","Caseload","Total",NA,2014,2271
"27","Monterey","Caseload","Felony",NA,2014,2042
"27","Monterey","Caseload","Misdemeanor",NA,2014,229
"27","Monterey","Actions","Total","Placed on Probation",2014,2056
"27","Monterey","Actions","Total","Removed from Probation",2014,1996
"27","Monterey","Actions","Total","Terminated",2014,1665
"27","Monterey","Actions","Total","Revoked",2014,145
"27","Monterey","Actions","Total","Other",2014,186
"27","Monterey","Actions","Felony","Placed on Probation",2014,1322
"27","Monterey","Actions","Felony","Removed from Probation",2014,1232
"27","Monterey","Actions","Felony","Terminated",2014,935
"27","Monterey","Actions","Felony","Revoked",2014,133
"27","Monterey","Actions","Felony","Other",2014,164
"27","Monterey","Actions","Misdemeanor","Placed on Probation",2014,734
"27","Monterey","Actions","Misdemeanor","Removed from Probation",2014,764
"27","Monterey","Actions","Misdemeanor","Terminated",2014,730
"27","Monterey","Actions","Misdemeanor","Revoked",2014,12
"27","Monterey","Actions","Misdemeanor","Other",2014,22
"28","Napa","Caseload","Total",NA,2005,2858
"28","Napa","Caseload","Felony",NA,2005,1463
"28","Napa","Caseload","Misdemeanor",NA,2005,1395
"28","Napa","Actions","Total","Placed on Probation",2005,1801
"28","Napa","Actions","Total","Removed from Probation",2005,1087
"28","Napa","Actions","Total","Terminated",2005,311
"28","Napa","Actions","Total","Revoked",2005,387
"28","Napa","Actions","Total","Other",2005,389
"28","Napa","Actions","Felony","Placed on Probation",2005,873
"28","Napa","Actions","Felony","Removed from Probation",2005,603
"28","Napa","Actions","Felony","Terminated",2005,174
"28","Napa","Actions","Felony","Revoked",2005,239
"28","Napa","Actions","Felony","Other",2005,190
"28","Napa","Actions","Misdemeanor","Placed on Probation",2005,928
"28","Napa","Actions","Misdemeanor","Removed from Probation",2005,484
"28","Napa","Actions","Misdemeanor","Terminated",2005,137
"28","Napa","Actions","Misdemeanor","Revoked",2005,148
"28","Napa","Actions","Misdemeanor","Other",2005,199
"28","Napa","Caseload","Total",NA,2006,2315
"28","Napa","Caseload","Felony",NA,2006,1067
"28","Napa","Caseload","Misdemeanor",NA,2006,1248
"28","Napa","Actions","Total","Placed on Probation",2006,1610
"28","Napa","Actions","Total","Removed from Probation",2006,1343
"28","Napa","Actions","Total","Terminated",2006,456
"28","Napa","Actions","Total","Revoked",2006,187
"28","Napa","Actions","Total","Other",2006,700
"28","Napa","Actions","Felony","Placed on Probation",2006,730
"28","Napa","Actions","Felony","Removed from Probation",2006,612
"28","Napa","Actions","Felony","Terminated",2006,198
"28","Napa","Actions","Felony","Revoked",2006,83
"28","Napa","Actions","Felony","Other",2006,331
"28","Napa","Actions","Misdemeanor","Placed on Probation",2006,880
"28","Napa","Actions","Misdemeanor","Removed from Probation",2006,731
"28","Napa","Actions","Misdemeanor","Terminated",2006,258
"28","Napa","Actions","Misdemeanor","Revoked",2006,104
"28","Napa","Actions","Misdemeanor","Other",2006,369
"28","Napa","Caseload","Total",NA,2007,2179
"28","Napa","Caseload","Felony",NA,2007,1043
"28","Napa","Caseload","Misdemeanor",NA,2007,1136
"28","Napa","Actions","Total","Placed on Probation",2007,2278
"28","Napa","Actions","Total","Removed from Probation",2007,2414
"28","Napa","Actions","Total","Terminated",2007,290
"28","Napa","Actions","Total","Revoked",2007,246
"28","Napa","Actions","Total","Other",2007,1878
"28","Napa","Actions","Felony","Placed on Probation",2007,1050
"28","Napa","Actions","Felony","Removed from Probation",2007,1074
"28","Napa","Actions","Felony","Terminated",2007,131
"28","Napa","Actions","Felony","Revoked",2007,114
"28","Napa","Actions","Felony","Other",2007,829
"28","Napa","Actions","Misdemeanor","Placed on Probation",2007,1228
"28","Napa","Actions","Misdemeanor","Removed from Probation",2007,1340
"28","Napa","Actions","Misdemeanor","Terminated",2007,159
"28","Napa","Actions","Misdemeanor","Revoked",2007,132
"28","Napa","Actions","Misdemeanor","Other",2007,1049
"28","Napa","Caseload","Total",NA,2008,2012
"28","Napa","Caseload","Felony",NA,2008,1013
